time,state,uptimeSec,freeHeap,minFreeHeap,largestBlock,freeDma,minFreeDma,rssi,wifiMode,espnowBound,runActive,pingOk,wsFrames
2026-07-08T17:21:03,ok,370,202788,172072,159732,195028,164312,-77,sta,True,False,1,3132
2026-07-08T17:21:13,ok,380,204700,172072,159732,196940,164312,-79,sta,True,False,1,3172
2026-07-08T17:21:23,ok,390,202788,172072,159732,195028,164312,-78,sta,True,False,1,3212
2026-07-08T17:21:33,ok,401,204148,172072,159732,196388,164312,-78,sta,True,False,1,3252
2026-07-08T17:21:43,ok,411,204700,172072,159732,196940,164312,-77,sta,True,False,1,3292
2026-07-08T17:21:53,ok,421,209168,172072,163828,201408,164312,-77,sta,True,False,1,3332
2026-07-08T17:22:03,ok,431,204552,172072,159732,196792,164312,-78,sta,True,False,1,3372
2026-07-08T17:22:13,ok,441,209984,172072,163828,202224,164312,-78,sta,True,False,1,3412
2026-07-08T17:22:23,ok,451,209984,172072,167924,202224,164312,-77,sta,True,False,1,3452
2026-07-08T17:22:33,ok,461,209984,172072,167924,202224,164312,-78,sta,True,False,1,3492
2026-07-08T17:22:43,ok,471,204700,172072,159732,196940,164312,-77,sta,True,False,1,3532
2026-07-08T17:22:54,ok,481,204700,172072,159732,196940,164312,-79,sta,True,False,1,3572
2026-07-08T17:23:04,ok,491,203924,172072,159732,196164,164312,-78,sta,True,False,1,3612
2026-07-08T17:23:14,ok,501,202780,172072,159732,195020,164312,-79,sta,True,False,1,3652
2026-07-08T17:23:24,ok,511,204700,172072,159732,196940,164312,-77,sta,True,False,1,3692
2026-07-08T17:23:34,ok,522,204448,172072,159732,196688,164312,-77,sta,True,False,1,3732
2026-07-08T17:23:44,ok,532,204448,172072,159732,196688,164312,-76,sta,True,False,1,3772
2026-07-08T17:23:54,ok,542,204700,172072,159732,196940,164312,-77,sta,True,False,1,3812
2026-07-08T17:24:04,ok,552,204700,172072,159732,196940,164312,-78,sta,True,False,1,3852
2026-07-08T17:24:14,ok,562,204700,172072,159732,196940,164312,-77,sta,True,False,1,3892
2026-07-08T17:24:24,ok,572,209460,172072,167924,201700,164312,-77,sta,True,False,1,3932
2026-07-08T17:24:34,ok,582,204168,172072,159732,196408,164312,-78,sta,True,False,1,3972
2026-07-08T17:24:44,ok,592,202780,172072,159732,195020,164312,-77,sta,True,False,1,4012
2026-07-08T17:24:55,ok,602,204700,172072,159732,196940,164312,-79,sta,True,False,1,4052
2026-07-08T17:25:05,ok,612,202780,172072,159732,195020,164312,-77,sta,True,False,1,4092
2026-07-08T17:25:15,ok,622,206316,172072,163828,198556,164312,-77,sta,True,False,1,4132
2026-07-08T17:25:25,ok,632,204700,172072,159732,196940,164312,-78,sta,True,False,1,4172
2026-07-08T17:25:35,ok,643,204700,172072,159732,196940,164312,-78,sta,True,False,1,4212
2026-07-08T17:25:45,ok,653,204700,172072,159732,196940,164312,-78,sta,True,False,1,4252
2026-07-08T17:25:55,ok,663,204700,172072,159732,196940,164312,-77,sta,True,False,1,4292
2026-07-08T17:26:05,ok,673,204168,172072,159732,196408,164312,-78,sta,True,False,1,4332
2026-07-08T17:26:15,ok,683,204700,172072,159732,196940,164312,-78,sta,True,False,1,4372
2026-07-08T17:26:25,ok,693,204700,172072,159732,196940,164312,-77,sta,True,False,1,4412
2026-07-08T17:26:35,ok,703,202780,172072,159732,195020,164312,-77,sta,True,False,1,4452
2026-07-08T17:26:45,ok,713,202780,172072,159732,195020,164312,-77,sta,True,False,1,4492
2026-07-08T17:26:56,ok,723,204700,172072,159732,196940,164312,-77,sta,True,False,1,4532
2026-07-08T17:27:06,ok,733,204700,172072,159732,196940,164312,-77,sta,True,False,1,4572
2026-07-08T17:27:16,ok,743,204700,172072,159732,196940,164312,-77,sta,True,False,1,4612
2026-07-08T17:27:26,ok,753,204700,172072,159732,196940,164312,-77,sta,True,False,1,4652
2026-07-08T17:27:36,ok,764,204168,172072,159732,196408,164312,-77,sta,True,False,1,4692
2026-07-08T17:27:46,ok,774,204700,172072,159732,196940,164312,-78,sta,True,False,1,4732
2026-07-08T17:27:56,ok,784,206064,172072,163828,198304,164312,-77,sta,True,False,1,4772
2026-07-08T17:28:06,ok,794,204700,172072,159732,196940,164312,-77,sta,True,False,1,4812
2026-07-08T17:28:16,ok,804,204700,172072,159732,196940,164312,-77,sta,True,False,1,4852
2026-07-08T17:28:26,ok,814,204700,172072,159732,196940,164312,-78,sta,True,False,1,4892
2026-07-08T17:28:36,ok,824,204700,172072,159732,196940,164312,-77,sta,True,False,1,4932
2026-07-08T17:28:46,ok,834,204456,172072,159732,196696,164312,-77,sta,True,False,1,4972
2026-07-08T17:28:57,ok,844,202284,172072,155636,192040,164312,-76,sta,True,False,1,5012
2026-07-08T17:29:07,ok,854,204704,172072,159732,196944,164312,-77,sta,True,False,1,5052
2026-07-08T17:29:17,ok,864,209984,172072,163828,202224,164312,-77,sta,True,False,1,5092
2026-07-08T17:29:27,ok,874,206316,172072,163828,198556,164312,-77,sta,True,False,1,5132
2026-07-08T17:29:37,ok,885,204700,172072,159732,196940,164312,-77,sta,True,False,1,5172
2026-07-08T17:29:47,ok,895,202788,172072,159732,195028,164312,-78,sta,True,False,1,5212
2026-07-08T17:29:57,ok,905,206316,172072,163828,198556,164312,-79,sta,True,False,1,5252
2026-07-08T17:30:07,ok,915,209572,172072,167924,201812,164312,-78,sta,True,False,1,5292
2026-07-08T17:30:17,ok,925,204688,172072,159732,196928,164312,-78,sta,True,False,1,5332
2026-07-08T17:30:27,ok,935,202788,172072,159732,195028,164312,-78,sta,True,False,1,5372
2026-07-08T17:30:37,ok,945,202256,172072,159732,194496,164312,-78,sta,True,False,1,5412
2026-07-08T17:30:47,ok,955,206316,172072,163828,198556,164312,-77,sta,True,False,1,5452
2026-07-08T17:30:58,ok,965,202780,172072,159732,195020,164312,-78,sta,True,False,1,5492
2026-07-08T17:31:08,ok,976,204564,170596,159732,196804,162836,-78,sta,True,False,1,5533
2026-07-08T17:31:18,ok,986,204968,170596,159732,197208,162836,-77,sta,True,False,1,5573
2026-07-08T17:31:28,ok,996,209324,170596,167924,201564,162836,-78,sta,True,False,1,5613
2026-07-08T17:31:38,ok,1006,204968,170596,159732,197208,162836,-77,sta,True,False,1,5653
2026-07-08T17:31:48,ok,1016,209188,170596,167924,201428,162836,-76,sta,True,False,1,5693
2026-07-08T17:31:58,ok,1026,206560,170596,163828,198800,162836,-78,sta,True,False,1,5733
2026-07-08T17:32:08,ok,1036,203048,170596,159732,195288,162836,-78,sta,True,False,1,5773
2026-07-08T17:32:18,ok,1046,209192,170596,163828,201432,162836,-77,sta,True,False,1,5813
2026-07-08T17:32:28,ok,1056,204960,170596,159732,197200,162836,-77,sta,True,False,1,5853
2026-07-08T17:32:39,ok,1066,204968,170596,159732,197208,162836,-77,sta,True,False,1,5893
2026-07-08T17:32:49,ok,1076,204968,170596,159732,197208,162836,-78,sta,True,False,1,5933
2026-07-08T17:32:59,ok,1086,204968,170596,159732,197208,162836,-77,sta,True,False,1,5973
2026-07-08T17:33:09,ok,1097,205000,170596,159732,197208,162836,-78,sta,True,False,1,6013
2026-07-08T17:33:19,ok,1107,204968,170596,159732,197208,162836,-77,sta,True,False,1,6053
2026-07-08T17:33:29,ok,1117,206584,170596,163828,198824,162836,-78,sta,True,False,1,6093
2026-07-08T17:33:39,ok,1127,204716,170596,159732,196956,162836,-77,sta,True,False,1,6133
2026-07-08T17:33:49,ok,1137,204716,170596,159732,196956,162836,-77,sta,True,False,1,6173
